id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
6143481,31fdbb05-d0f2-46b9-a5e3-df144c5e68d4,Fri May 05 2017 15:04:02 GMT-0700 (PDT),2017-05-05,2017-05-05 22:04:02 UTC,Pacific Time (US & Canada),74197,pacificplankton,Janai Southorth,2017-05-08 21:00:07 UTC,2025-11-17 02:13:50 UTC,needs_id,CC-BY-NC-SA,https://www.inaturalist.org/observations/6143481,https://inaturalist-open-data.s3.amazonaws.com/photos/7698248/medium.jpg,,,,2,0,False,3.0,"The Presidio of San Francisco, San Francisco, CA, US",37.8062474365,-122.4662573029,41.0,,,,41.0,,,False,,,Noctiluca,Noctiluca scintillans,sea sparkle,Chromista,468044
11297519,c8cbbb16-c966-4852-94b5-491d9f0bf843,2018-02-12 3:35:22 PM PST,2018-02-12,2018-02-12 23:35:22 UTC,Pacific Time (US & Canada),862799,hayley31,Hayley Aronson,2018-04-22 01:38:55 UTC,2025-06-10 04:41:14 UTC,research,,https://www.inaturalist.org/observations/11297519,https://static.inaturalist.org/photos/16073200/medium.jpeg,,,Plankton tow at apprx 1 meter,2,0,False,2.0,"Comet St, Samoa, CA 95564, USA",40.7946090698,-124.1949615479,,,,,,,,False,gps,gps,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
16290751,28614966-b406-4602-834b-160db7b50db9,Fri Sep 07 2018 09:53:03 GMT-0700 (PDT),2018-09-07,2018-09-07 16:53:03 UTC,Pacific Time (US & Canada),1191379,ashiaung,Ashia Ung,2018-09-07 16:54:49 UTC,2018-09-09 03:45:01 UTC,needs_id,,https://www.inaturalist.org/observations/16290751,https://static.inaturalist.org/photos/24465805/medium.jpg,,,Bacteria near the 134 freeway from the arroyo park,0,0,False,3.0,"Lower Arroyo Park, Pasadena, CA, US",34.1440694357,-118.1676185557,319.0,,,,319.0,,,False,,,,Noctiluca,,Chromista,130221
22426983,88094b9e-f2b0-4bea-a9a6-8e83823a8660,Sat Apr 13 2019 12:34:40 GMT-0700 (PDT),2019-04-13,2019-04-13 19:34:40 UTC,Pacific Time (US & Canada),274345,amybalkin,Amy Balkin,2019-04-13 19:38:58 UTC,2025-11-17 02:13:43 UTC,casual,CC-BY,https://www.inaturalist.org/observations/22426983,https://inaturalist-open-data.s3.amazonaws.com/photos/34736363/medium.jpg,,,,2,0,False,3.0,"Presidio of San Francisco, San Francisco, CA, US",37.8063141648,-122.4660448172,5.0,,,,5.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
22427233,16ea8fae-b212-4d38-ad9e-55875524e082,2019-04-13 12:34:52-07:00,2019-04-13,2019-04-13 19:34:52 UTC,Pacific Time (US & Canada),274345,amybalkin,Amy Balkin,2019-04-13 19:43:32 UTC,2025-11-17 06:11:04 UTC,research,CC-BY,https://www.inaturalist.org/observations/22427233,https://inaturalist-open-data.s3.amazonaws.com/photos/34736823/medium.jpg,,,"Noctiluca
",3,0,False,3.0,"Presidio of San Francisco, San Francisco, CA, US",37.8063252289,-122.4660445658,10.0,,,,10.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
26712578,2ebd2389-22ee-404c-99a5-8bd1a5eed367,2019-06-08 9:04:46 PM PDT,2019-06-08,2019-06-09 04:04:46 UTC,Pacific Time (US & Canada),1422818,kuyeda,Kellie Uyeda,2019-06-09 23:43:30 UTC,2019-07-02 06:08:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/26712578,https://inaturalist-open-data.s3.amazonaws.com/photos/41493645/medium.jpeg,,,,2,0,False,2.0,"Cardiff, CA 92007, USA",33.0207023621,-117.2847061157,,,,,,,,False,gps,gps,夜光藻,Noctiluca scintillans,sea sparkle,Chromista,468044
43918641,8c9f5d05-6383-4db9-9de9-51d15ad1f0fa,Mon Apr 27 2020 09:12:22 GMT-0700 (PDT),2020-04-27,2020-04-27 16:12:22 UTC,Pacific Time (US & Canada),2821186,gfisher4315,,2020-04-27 16:14:18 UTC,2025-03-01 15:37:21 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/43918641,https://inaturalist-open-data.s3.amazonaws.com/photos/69646413/medium.jpg,,,Bioluminescence from red tide,3,1,False,3.0,"Pacific Ocean, Newport Beach, CA, US",33.6184606823,-117.9398509122,256.0,,,,256.0,,,False,,,Noctiluca,Noctiluca,,Chromista,130221
44841168,80f52198-2e54-4c04-b332-f1c39cf4ff2f,Sun May 03 2020 20:43:12 GMT-0700 (PDT),2020-05-03,2020-05-04 03:43:12 UTC,Pacific Time (US & Canada),1500261,christopherrwitte,,2020-05-04 04:01:00 UTC,2023-09-29 07:31:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44841168,https://inaturalist-open-data.s3.amazonaws.com/photos/71087993/medium.jpg,,,,2,0,False,3.0,"Sunset Cliffs Natural Park, San Diego, CA, US",32.719545,-117.256745,4.0,,,,4.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
47649931,28c038ac-c1bc-4f1d-ace5-99bafb993f78,Thu May 28 2020 12:00:12 GMT-0700 (PDT),2020-05-28,2020-05-28 19:00:12 UTC,Pacific Time (US & Canada),3030635,canaanli,Canaan LI,2020-05-28 19:03:50 UTC,2021-05-03 04:41:59 UTC,research,,https://www.inaturalist.org/observations/47649931,https://static.inaturalist.org/photos/75579892/medium.jpg,,,,1,0,False,3.0,"Torrey Pines State Natural Reserve, San Diego, CA, US",32.9282683138,-117.2521975007,3841.0,,,,3841.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
56882813,0690fc4c-dbe0-4708-a70c-0fe253266ce1,Tue May 05 2020 21:50:30 GMT-0700 (PDT),2020-05-05,2020-05-06 04:50:30 UTC,Pacific Time (US & Canada),3483089,jonathongorski,JONATHON GORSKI,2020-08-18 22:19:31 UTC,2026-02-25 01:47:52 UTC,research,,https://www.inaturalist.org/observations/56882813,https://static.inaturalist.org/photos/90682428/medium.jpg,,,Type of zooplankton responsible for the bioluminescence seen in the ocean. This is a component of red tides and potential dead zones due to algae blooms consuming all available oxygen in the water displacing or killing organisms within the area. ,2,0,False,3.0,"Alamitos Bay, CA, US",33.7515333333,-118.1241388333,,,,,,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
70227153,f25a9258-d333-4b52-84f3-9caff005305d,2020-05-07,2020-05-07,,Pacific Time (US & Canada),65924,jsoria,,2021-02-27 01:32:09 UTC,2026-02-25 01:46:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/70227153,https://inaturalist-open-data.s3.amazonaws.com/photos/114121773/medium.jpeg,,,,2,0,False,2.0,"Venice, CA 90291, USA",33.9801993495,-118.4705781564,200.0,,,,200.0,,,False,gps,gps,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
96506882,1657f2e7-3193-4e2f-88b0-0bed200ac289,2020/05/02 9:53 PM PDT,2020-05-02,2020-05-03 04:53:00 UTC,Pacific Time (US & Canada),5063654,bradleyf9,,2021-09-28 19:43:12 UTC,2026-02-25 01:46:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/96506882,https://inaturalist-open-data.s3.amazonaws.com/photos/160335908/medium.jpg,,,*Might be wrong location ,1,0,False,,"Newport Beach, CA, USA",33.6188829,-117.9298493,14733.0,,,,14733.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
112782274,955ed995-61a6-47b1-a6b6-15091b6244b9,2022/04/22 11:03 AM,2022-04-22,2022-04-22 18:03:00 UTC,Pacific Time (US & Canada),5362930,wscrappypics,,2022-04-25 02:16:58 UTC,2025-11-17 02:09:18 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/112782274,https://inaturalist-open-data.s3.amazonaws.com/photos/190519578/medium.jpg,,,100x,1,0,False,,"Santa Cruz, CA, USA",36.958457044,-122.0185868334,549.0,,,,549.0,,,False,,,Noctiluca,Noctiluca,,Chromista,130221
128531390,c874ef2e-bd2f-4fee-82c2-b7fb94be5b90,2022/07/21 3:22 PM,2022-07-21,2022-07-21 22:22:00 UTC,Pacific Time (US & Canada),628098,emwilson243,,2022-07-29 23:52:27 UTC,2022-07-29 23:57:28 UTC,needs_id,,https://www.inaturalist.org/observations/128531390,https://static.inaturalist.org/photos/218321089/medium.jpg,,,"Could that round orb in the middle of the copepods be Noctiluca? It doesn't appear to be an egg of any sort, but they keep showing up in samples taken with a 153 µm net.",0,0,False,,"Orange County, US-CA, US",33.620605,-117.897318,47.0,,,,47.0,,,False,,manual,Noctiluca,Noctiluca,,Chromista,130221
151224486,b685dfdf-f028-44a0-9f29-56645e95be29,2020-05-03 21:36:49-08:00,2020-05-03,2020-05-04 05:36:49 UTC,Pacific Time (US & Canada),3765164,colinrobinson87,,2023-03-15 17:42:11 UTC,2023-03-15 17:43:07 UTC,needs_id,,https://www.inaturalist.org/observations/151224486,https://static.inaturalist.org/photos/260891959/medium.jpg,,,,0,0,False,3.0,"North Pacific Ocean, Newport Beach, CA, US",33.6183418858,-117.9389868285,113.0,,,,113.0,,,False,,,,Noctiluca,,Chromista,130221
162429806,188880d1-2d72-4c30-835d-923a5289bb57,2023-05-17 23:21:04-07:00,2023-05-17,2023-05-18 06:21:04 UTC,Pacific Time (US & Canada),5881252,djs000,Djs000,2023-05-19 05:39:39 UTC,2023-09-15 14:26:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/162429806,https://inaturalist-open-data.s3.amazonaws.com/photos/280860462/medium.jpg,,,From a plankton tow,1,0,False,3.0,"Bahía de Newport, Newport Beach, CA, US",33.5992634441,-117.9006801536,27.0,,,,27.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
186253827,eabd2598-dbee-4f3e-b61a-52e114e36422,2023/09/11 9:32 PM,2023-09-11,2023-09-12 04:32:00 UTC,Pacific Time (US & Canada),6971,silversea_starsong,James Bailey,2023-10-05 06:55:53 UTC,2023-10-05 06:55:53 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/186253827,https://inaturalist-open-data.s3.amazonaws.com/photos/325455950/medium.jpeg,,,"Too dim to see with naked eye, but visible in some photos later.",0,0,False,,"Orange County, CA, USA",33.4771829755,-117.7251274863,,,,,,,,False,,,Sea Sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
195734402,62dd8915-118f-44db-9e8f-09b594488ec8,2024-01-02 19:41:34-08:00,2024-01-02,2024-01-03 03:41:34 UTC,Pacific Time (US & Canada),7707765,mermaid-knees,,2024-01-04 07:54:03 UTC,2024-01-04 07:54:07 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/195734402,https://inaturalist-open-data.s3.amazonaws.com/photos/344425874/medium.jpg,,,,0,0,False,3.0,"Entrance Channel, Newport Beach, CA, US",33.589275,-117.8789833333,4.0,,,,4.0,,,False,,,,Noctiluca,,Chromista,130221
232779489,260e502d-42e8-4d92-bb77-29f1822dcc19,2024/07/29 2:28 PM,2024-07-29,2024-07-29 21:28:00 UTC,Pacific Time (US & Canada),10790,laiet17,,2024-07-30 21:49:21 UTC,2024-09-15 09:10:34 UTC,needs_id,,https://www.inaturalist.org/observations/232779489,https://inaturalist-open-data.s3.amazonaws.com/photos/413596764/medium.png,,microscopy,,0,0,False,,"San Diego County, CA, USA",32.890331894,-117.2542301928,31.0,,,,31.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
232779654,7e277a15-3814-4209-9e31-c31615b5cb85,2024/07/29 2:28 PM,2024-07-29,2024-07-29 21:28:00 UTC,Pacific Time (US & Canada),10790,laiet17,,2024-07-30 21:49:38 UTC,2024-09-15 09:10:21 UTC,needs_id,,https://www.inaturalist.org/observations/232779654,https://inaturalist-open-data.s3.amazonaws.com/photos/413597445/medium.png,,microscopy,,0,0,False,,"San Diego County, CA, USA",32.890331894,-117.2542301928,31.0,,,,31.0,,,False,,,Noctiluca,Noctiluca,,Chromista,130221
247875563,92be7866-6048-4e41-a992-65b86ffee50e,2024/10/17 7:34 PM,2024-10-17,2024-10-18 02:34:00 UTC,Pacific Time (US & Canada),3280916,mosesaubrey,Moses Aubrey,2024-10-18 07:07:13 UTC,2025-11-17 02:15:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/247875563,https://inaturalist-open-data.s3.amazonaws.com/photos/442796071/medium.jpeg,,,It is always so fun seeing bioluminescence like this. what a treat! The tide today was pretty brownish red,1,0,False,,"Los Angeles County, CA, USA",34.0375951704,-118.5826836602,207.0,,,,207.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
249042492,5f18594e-6f66-409b-82fe-4cf3957680bd,2024-10-22,2024-10-22,,Pacific Time (US & Canada),65924,jsoria,,2024-10-25 16:55:59 UTC,2025-11-17 02:15:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/249042492,https://inaturalist-open-data.s3.amazonaws.com/photos/445107266/medium.jpeg,,,,4,0,False,2.0,"Venice, Los Angeles, CA, USA",33.9720051114,-118.4628986567,92.0,,,,92.0,,,False,gps,gps,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
249043600,88cb8e92-bfe7-40a1-b997-2b4bed45ae2a,2024-10-23 19:40:15,2024-10-23,2024-10-24 02:40:15 UTC,Pacific Time (US & Canada),907159,wolpard,Tyler Y.,2024-10-25 17:05:44 UTC,2025-11-17 02:15:53 UTC,research,,https://www.inaturalist.org/observations/249043600,https://static.inaturalist.org/photos/445109608/medium.jpeg,,,,3,0,False,2.0,"Santa Monica, CA 90401, USA",34.0081132997,-118.4976573,,,,,,,,False,gps,gps,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
250104112,2e1c88d8-85d1-41b3-94f7-e6a8c53395c5,2024-10-16 21:33:38-07:00,2024-10-16,2024-10-17 04:33:38 UTC,Pacific Time (US & Canada),3599896,itazura,,2024-11-02 06:36:24 UTC,2026-02-25 01:37:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/250104112,https://inaturalist-open-data.s3.amazonaws.com/photos/447223048/medium.jpeg,,,,1,0,False,3.0,"Gulf of Santa Catalina, CA, US",33.5497083333,-117.812775,3.0,,,,3.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
252650877,fd1f1455-abcb-4105-9a7a-f48182e90055,2024/11/21,2024-11-21,,Pacific Time (US & Canada),4215727,skrapple,Melissa,2024-11-22 22:59:38 UTC,2026-03-13 15:36:54 UTC,needs_id,,https://www.inaturalist.org/observations/252650877,https://static.inaturalist.org/photos/452308229/medium.jpg,,,Bioluminescent plankton last night off the coast of Sunset Beach,3,0,False,,"Sunset Beach, 17281 Pacific Coast Hwy, Huntington Beach, CA 92649, USA",33.7216193752,-118.078598025,194.0,,,,194.0,,,False,,,Noctiluca,Noctiluca,,Chromista,130221
254588347,30828460-7c58-4df8-89a5-910f877c2777,2024-12-08 19:53:13-08:00,2024-12-08,2024-12-09 03:53:13 UTC,Pacific Time (US & Canada),6487823,waterspecimens,,2024-12-09 03:54:48 UTC,2025-11-17 02:15:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/254588347,https://inaturalist-open-data.s3.amazonaws.com/photos/456047000/medium.jpg,,,,2,0,False,3.0,"Santa Barbara Channel, Santa Barbara, CA, US",34.4125912004,-119.6855638622,101.0,,,,101.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
261314989,19322b73-43a2-414c-994b-8e1b418066c9,2025-02-08 12:38:53-08:00,2025-02-08,2025-02-08 20:38:53 UTC,Pacific Time (US & Canada),1050620,burtosa,Sarah Burton,2025-02-11 04:00:48 UTC,2025-11-17 02:26:54 UTC,casual,,https://www.inaturalist.org/observations/261314989,https://static.inaturalist.org/photos/469442614/medium.jpg,,,,1,0,False,3.0,"Golden Gate National Recreation Area, San Francisco, CA, US",37.8063716667,-122.4660333333,15.0,,,,15.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
262084347,c5107a4d-2693-4e5d-9432-1396c4da70e3,2025/02/04 9:43 PM,2025-02-04,2025-02-05 05:43:00 UTC,Pacific Time (US & Canada),10790,laiet17,,2025-02-18 06:14:33 UTC,2026-03-13 15:36:30 UTC,research,,https://www.inaturalist.org/observations/262084347,https://inaturalist-open-data.s3.amazonaws.com/photos/470924665/medium.jpg,,microscopy,Surf water sample,3,0,False,,"San Diego County, CA, USA",32.8875230281,-117.2536284424,61.0,,,,61.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
263467617,663d9f92-78d9-435b-b708-5b7489038d43,Fri Feb 28 2025 23:58:39 GMT -0800 (PST),2025-02-28,2025-03-01 07:58:39 UTC,Pacific Time (US & Canada),8968521,sofiayou,,2025-03-01 07:58:43 UTC,2025-03-01 07:58:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/263467617,https://inaturalist-open-data.s3.amazonaws.com/photos/473319996/medium.jpeg,,,,0,0,False,333.0,Avalon,33.4447937012,-118.4828720093,40.0,,,,40.0,,,False,,,,Noctiluca scintillans,sea sparkle,Chromista,468044
270880673,0426d4e5-bc12-483b-ae78-ee113f05a3ae,2025-04-11 11:34:20-07:00,2025-04-11,2025-04-11 18:34:20 UTC,Pacific Time (US & Canada),6509709,kadeboe,kade,2025-04-16 19:47:58 UTC,2026-03-16 18:32:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/270880673,https://inaturalist-open-data.s3.amazonaws.com/photos/487202168/medium.jpg,,,,3,0,False,3.0,"Cabrillo College, Aptos, CA, US",36.9900583333,-121.9236833333,3.0,,,,3.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
271983821,031a677b-6ba0-4a5b-bc2a-a09fc171c017,2025-04-15 10:44:08-07:00,2025-04-15,2025-04-15 17:44:08 UTC,Pacific Time (US & Canada),9055935,ikerba,,2025-04-21 15:30:56 UTC,2025-06-10 04:30:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/271983821,https://inaturalist-open-data.s3.amazonaws.com/photos/489291509/medium.jpg,,,,1,0,False,3.0,"Cabrillo College, Aptos, CA, US",36.9900033333,-121.923805,2.0,,,,2.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
282962347,60a52271-6bc7-4f55-b3ea-eec8e14685f6,2025/05/19 2:50 PM,2025-05-19,2025-05-19 21:50:00 UTC,Pacific Time (US & Canada),1394741,findmeoutside,Nancy Fernandez,2025-05-21 19:28:00 UTC,2025-05-21 19:28:00 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/282962347,https://inaturalist-open-data.s3.amazonaws.com/photos/508403651/medium.jpg,,,Microlong Camera,0,0,False,,"San Diego County, CA, USA",32.6079042041,-117.2061172008,977.0,,,,977.0,,,False,,,Noctiluca scintillans,Noctiluca scintillans,sea sparkle,Chromista,468044
294516634,deae281f-e519-4356-8762-6bf6c6b4c5c8,2024-10-28 23:40:10,2024-10-28,2024-10-29 06:40:10 UTC,Pacific Time (US & Canada),9488260,victim_of_a_thousand_cacti,Max Raimi,2025-07-02 06:15:19 UTC,2025-11-17 02:16:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/294516634,https://inaturalist-open-data.s3.amazonaws.com/photos/530122680/medium.jpg,,,,1,0,False,843.0,"Marvin Braude Bike Path, Los Angeles, CA, US",33.9443133333,-118.44417,4.0,,,,4.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
318546899,239031d0-66ef-407a-83f7-d3b0a9677872,2024-10-14 00:52:09,2024-10-14,2024-10-14 07:52:09 UTC,Pacific Time (US & Canada),9719907,ashergraves,Asher Graves,2025-10-04 03:25:06 UTC,2026-02-25 01:24:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/318546899,https://inaturalist-open-data.s3.amazonaws.com/photos/575731795/medium.jpg,,,,1,0,False,843.0,"Newport Beach, CA, US",33.5923783333,-117.8774466667,9.0,,,,9.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
322840651,7f375f3a-4034-4785-89d4-6f7307368d7c,2025-10-23 20:52:41-07:00,2025-10-23,2025-10-24 03:52:41 UTC,Pacific Time (US & Canada),438325,christys,Christy S,2025-10-24 21:35:03 UTC,2025-11-17 02:10:09 UTC,research,,https://www.inaturalist.org/observations/322840651,https://static.inaturalist.org/photos/584092708/medium.jpg,,,,1,0,False,3.0,"Monterey Bay, Santa Cruz, CA, US",36.9595062286,-122.0174229045,303.0,,,,303.0,,,False,,,sea sparkle,Noctiluca scintillans,sea sparkle,Chromista,468044
